排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
601,3498,陽程,櫃,129.5,6.5,5.28,2236,07/16,404,0,105,509,6.38,10.4,＋・＋
602,1904,正隆,市,22.4,0.1,0.45,1573,07/16,92,-4,15,103,115.0,10.4,＋－＋
603,1314,中石化,市,9.06,0.2,2.26,99168,07/16,3524,0,971,4495,393.0,10.4,＋・＋
604,4162,智擎,櫃,66.4,-1.0,-1.48,790,07/16,-296,0,3,-293,15.1,10.3,－・＋
605,3715,定穎投控,市,137.0,-5.5,-3.86,3297,07/16,-61,-11,-98,-170,29.3,10.3,－－－
606,1611,中電,市,12.65,-0.15,-1.17,218,07/16,-74,0,3,-71,33.3,10.3,－・＋
607,1708,東鹼,市,55.9,-0.8,-1.41,3585,07/16,-751,0,-9,-760,25.6,10.3,－・－
608,8936,國統,櫃,54.8,-0.1,-0.18,1245,07/16,-29,0,5,-24,25.4,10.2,－・＋
609,3402,漢科,櫃,156.5,-1.5,-0.95,2425,07/16,291,0,-1,289,7.48,10.2,＋・－
610,9924,福興,市,40.7,-0.1,-0.25,79,07/16,-8,0,1,-7,15.4,10.2,－・＋
611,3141,晶宏,櫃,67.9,-2.0,-2.86,495,07/16,2,0,0,3,7.71,10.2,＋・＋
612,2354,鴻準,市,56.4,0.0,0.0,2787,07/16,285,5,20,310,144.0,10.2,＋＋＋
613,4931,新盛力,櫃,221.0,-3.0,-1.34,2548,07/16,63,0,44,107,6.69,10.2,＋・＋
614,1815,富喬,櫃,89.1,-2.2,-2.41,7184,07/16,-276,-4,-129,-409,59.6,10.2,－－－
615,6788,華景電,櫃,384.0,-7.0,-1.79,344,07/16,-38,1,-14,-51,3.94,10.2,－＋－
616,4123,晟德,櫃,38.0,-0.05,-0.13,765,07/16,154,0,12,166,78.2,10.2,＋・＋
617,6153,嘉聯益,市,18.2,-0.5,-2.67,2763,07/16,-589,0,12,-577,64.7,10.2,－・＋
618,6245,立端,櫃,80.6,-2.2,-2.66,476,07/16,-224,0,1,-223,14.9,10.1,－・＋
