排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,2937,集雅社,49.0,0.0,0.0,06/26,94.3,92.2,92.2,21.4,4.81,8.07,4.64,2.16,2.36,1.91,,2.2
2,1590,亞德客-KY,1360.0,-30.0,-2.16,06/26,85.5,81.7,82.4,83.6,80.7,82.1,75.5,72.6,73.4,72.5,54.5,72.6
3,2886,兆豐金,46.15,-0.5,-1.07,06/26,79.4,76.4,81.7,82.4,75.8,69.4,61.4,57.4,53.2,51.0,48.6,57.3
4,8464,億豐,350.5,-5.0,-1.41,06/26,84.3,78.0,77.1,81.6,81.3,84.1,74.3,33.7,19.6,7.83,2.61,42.7
5,2884,玉山金,34.55,-0.9,-2.54,06/26,70.9,72.1,75.6,69.7,59.8,53.9,53.2,55.0,56.3,51.9,49.9,55.1
6,6121,新普,415.5,-7.0,-1.66,06/26,74.8,74.9,74.2,68.8,53.2,34.7,39.5,40.2,44.3,42.1,34.4,41.3
7,2530,華建,18.45,-0.3,-1.6,06/26,75.0,77.8,73.9,66.9,57.4,41.7,45.9,44.7,41.6,38.6,24.1,44.6
8,2890,永豐金,39.15,-0.8,-2.0,06/26,64.1,69.1,73.7,70.1,57.6,49.8,49.5,51.8,51.0,50.7,45.5,51.8
9,5871,中租-KY,113.5,-2.0,-1.73,06/26,78.6,68.7,73.2,67.5,72.3,62.4,59.7,53.5,52.0,58.9,55.6,54.5
10,2330,台積電,2340.0,-50.0,-2.09,06/26,56.9,66.7,73.1,65.4,63.7,67.2,62.8,62.8,57.7,57.4,60.0,63.3
11,8482,商億-KY,50.5,0.0,0.0,06/26,,78.4,70.6,30.4,25.6,29.9,28.8,11.6,4.7,0.27,,16.0
12,1216,統一,74.6,-1.0,-1.32,06/26,67.7,61.7,69.4,72.8,68.3,66.5,61.9,60.9,61.6,62.6,65.8,60.8
13,2891,中信金,70.3,-0.3,-0.42,06/26,76.9,68.6,68.9,62.0,50.4,59.6,56.0,57.8,52.9,50.4,48.8,58.0
14,2881,富邦金,134.0,-2.0,-1.47,06/26,62.1,64.3,68.2,66.2,53.8,48.6,46.0,48.5,51.8,50.9,48.0,48.6
15,2207,和泰車,481.0,1.0,0.21,06/26,54.1,62.1,67.9,61.3,30.3,49.3,55.9,59.6,62.8,66.7,60.5,59.3
16,1470,大統新創,21.85,-0.1,-0.46,06/26,72.3,72.3,67.7,9.23,10.8,14.1,8.71,11.4,11.4,9.46,13.8,11.4
17,5876,上海商銀,42.4,0.4,0.95,06/26,62.9,63.7,67.6,77.1,70.8,61.3,61.4,60.1,58.2,57.1,,60.4
18,6277,宏正,68.9,-2.3,-3.23,06/26,76.0,69.0,67.5,43.8,33.8,34.4,29.3,28.3,27.2,27.7,25.1,28.4
19,2762,世界健身-KY,80.8,-2.8,-3.35,06/26,81.4,80.5,66.9,56.8,53.6,32.0,31.8,20.2,22.6,,,30.6
20,3023,信邦,306.5,-19.0,-5.84,06/26,80.1,74.6,66.7,64.9,57.8,52.0,45.3,45.5,50.0,56.1,43.8,45.4
21,3380,明泰,31.5,-2.15,-6.39,06/26,74.3,70.1,66.4,58.5,54.0,38.7,34.0,32.2,32.8,31.4,20.8,32.1
22,2395,研華,455.5,-24.5,-5.1,06/26,66.9,61.4,65.5,63.8,62.8,62.9,51.3,50.1,57.4,65.6,68.4,50.0
23,9904,寶成,25.3,-0.65,-2.5,06/26,67.1,65.9,65.5,64.7,61.4,58.4,61.1,41.7,18.3,7.16,3.06,46.6
24,4904,遠傳,107.0,-1.5,-1.38,06/26,53.6,60.9,65.2,69.2,66.1,67.1,66.8,63.2,57.3,56.1,56.5,63.4
