排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 800張 以下 (%),800張 以下 增減,持股 1千張 以下 (%),1千張 以下 增減,持股 超過 1千張 (%),超過 1千張 增減
2117,7713,威力德生醫,68.9,-0.2,-0.29,26W29,07/17,21.8,-0.05,21.8,-0.05,78.2,0.05
2118,2637,慧洋-KY,87.9,2.4,2.81,26W29,07/17,20.9,-1.03,22.0,-1.05,78.0,1.05
2119,2618,長榮航,44.4,1.15,2.66,26W29,07/17,22.6,-0.2,23.4,-0.25,76.6,0.25
2120,1307,三芳,32.5,0.35,1.09,26W29,07/17,21.2,0.35,21.9,0.13,78.1,-0.13
2121,6199,天品,96.0,-0.3,-0.31,26W29,07/17,22.5,0.84,22.5,-0.49,77.5,0.52
2122,1236,宏亞,25.5,0.55,2.2,26W29,07/17,17.6,-0.08,22.0,-0.08,78.0,0.08
2123,7642,昶瑞機電,80.1,2.9,3.76,26W29,07/17,21.6,0.0,21.6,0.0,78.4,0.0
2124,3523,迎輝,15.3,-0.35,-2.24,26W29,07/17,21.6,0.0,21.6,0.0,78.4,0.0
2125,2105,正新,31.4,0.4,1.29,26W29,07/17,20.6,-0.42,21.4,-0.39,78.6,0.39
2126,2395,研華,634.0,12.0,1.93,26W29,07/17,19.7,-0.34,21.8,-0.23,78.2,0.23
2127,9946,三發地產,17.95,0.15,0.84,26W29,07/17,20.6,-0.04,21.5,-0.04,78.5,0.04
2128,1442,名軒,30.1,0.6,2.03,26W29,07/17,18.3,0.05,21.6,0.05,78.4,-0.05
2129,8931,大汽電,40.75,-0.05,-0.12,26W29,07/17,20.8,-0.13,21.5,-0.94,78.5,0.94
2130,3521,台鋼建設,12.25,0.1,0.82,26W29,07/17,21.3,-0.08,21.3,-0.61,78.7,0.61
2131,5345,馥鴻,22.45,-0.35,-1.54,26W29,07/17,21.1,0.0,21.1,0.0,78.9,0.0
2132,00772B,中信高評級公司債,33.16,-0.27,-0.81,26W29,07/17,21.1,0.05,21.5,0.01,78.5,-0.01
2133,2528,皇普,20.6,0.1,0.49,26W29,07/17,19.4,-0.21,20.6,0.0,79.4,0.0
2134,4994,傳奇,87.2,0.5,0.58,26W29,07/17,19.7,-0.03,21.0,0.0,79.0,0.0
2135,2891,中信金,65.6,1.0,1.55,26W29,07/17,20.3,0.48,21.0,0.48,79.0,-0.48
2136,6101,寬魚國際,35.65,0.05,0.14,26W29,07/17,18.9,0.08,21.5,-0.61,78.5,0.61
2137,1102,亞泥,32.85,-0.1,-0.3,26W29,07/17,20.6,0.82,21.0,0.75,79.0,-0.75
2138,4166,友霖,24.95,0.0,0.0,26W29,07/17,19.7,0.0,20.8,0.0,79.2,0.0
2139,2424,隴華,8.63,0.04,0.47,26W29,07/17,19.1,0.15,20.8,0.15,79.2,-0.15
2140,8411,福貞-KY,12.8,-0.15,-1.16,26W29,07/17,19.7,0.01,20.9,0.01,79.1,-0.01
2141,5530,龍巖,47.3,0.05,0.11,26W29,07/17,19.9,-0.01,20.5,-0.01,79.5,0.01
2142,5450,南良,14.3,0.1,0.7,26W29,07/17,21.6,0.0,21.6,0.0,78.4,0.0
2143,6171,大城地產,23.8,0.7,3.03,26W29,07/17,16.9,0.0,20.6,0.0,79.4,0.0
2144,1326,台化,58.9,0.8,1.38,26W29,07/17,19.4,0.24,20.1,0.21,79.9,-0.21
2145,5206,坤悅,22.2,0.95,4.47,26W29,07/17,18.8,0.5,19.8,0.02,80.2,-0.02
2146,5704,老爺知,21.6,-0.15,-0.69,26W29,07/17,19.1,0.0,20.5,0.0,79.5,0.0
2147,2724,藝舍-KY,10.9,-0.1,-0.91,26W29,07/17,20.5,0.0,20.5,0.0,79.5,0.0
2148,1541,錩泰,21.8,0.1,0.46,26W29,07/17,19.3,0.0,20.5,0.0,79.5,0.0
2149,2880,華南金,44.4,0.35,0.79,26W29,07/17,20.3,-0.04,20.9,-0.05,79.1,0.05
2150,8454,富邦媒,283.5,25.5,9.88,26W29,07/17,20.2,0.05,20.2,0.05,79.8,-0.05
2151,5347,世界,143.5,-8.0,-5.28,26W29,07/17,17.5,0.54,18.4,0.32,81.6,-0.32
2152,6952,大武山,38.35,1.35,3.65,26W29,07/17,13.3,-0.01,20.2,-0.01,79.8,0.01
2153,6629,泰金-KY,107.0,0.5,0.47,26W29,07/17,20.1,0.0,20.1,0.0,79.9,0.0
2154,00734B,台新JPM新興債,15.72,0.0,0.0,26W29,07/17,19.9,2.57,19.9,2.57,80.1,-2.57
2155,3702,大聯大,122.5,-3.0,-2.39,26W29,07/17,19.6,-0.26,21.0,-0.07,79.0,0.07
2156,9950,萬國通,10.45,0.0,0.0,26W29,07/17,19.4,0.0,19.9,-0.54,80.1,0.54
2157,3666,光耀,25.1,0.0,0.0,26W29,07/17,19.4,-0.1,20.1,-0.1,79.9,0.1
2158,00725B,國泰投資級公司債,34.49,-0.28,-0.81,26W29,07/17,19.6,0.4,19.9,0.41,80.1,-0.41
2159,2408,南亞科,457.0,-2.0,-0.44,26W29,07/17,19.3,0.07,19.8,0.06,80.2,-0.06
2160,8488,吉源-KY,10.05,-0.1,-0.99,26W29,07/17,17.3,0.0,19.7,0.0,80.3,0.0
2161,7689,大鵬科CLMX,164.0,0.0,0.0,26W29,07/17,11.6,0.0,11.6,0.0,88.4,0.0
2162,2885,元大金,67.7,0.6,0.89,26W29,07/17,18.9,0.18,19.6,0.16,80.4,-0.16
2163,8101,華冠,12.5,0.0,0.0,26W29,07/17,19.5,0.0,19.5,0.0,80.5,0.0
2164,2912,統一超,221.0,1.0,0.45,26W29,07/17,18.6,-0.3,19.6,-0.22,80.4,0.22
2165,3036,文曄,211.5,-22.0,-9.42,26W29,07/17,17.9,0.23,19.4,0.39,80.6,-0.39
2166,2905,三商,16.4,0.2,1.23,26W29,07/17,18.5,-0.1,19.4,-0.2,80.6,0.2
2167,00710B,復華彭博非投等債,19.28,-0.02,-0.1,26W29,07/17,19.2,0.0,19.2,0.0,80.8,0.0
2168,2024,志聯,13.6,0.15,1.12,26W29,07/17,19.2,0.0,19.2,0.0,80.8,0.0
2169,8046,南電,1080.0,-25.0,-2.26,26W29,07/17,17.8,-0.08,18.8,0.2,81.2,-0.2
2170,1456,怡華,14.2,0.1,0.71,26W29,07/17,17.5,0.0,19.4,0.0,80.6,0.0
2171,2762,世界健身-KY,82.5,-0.3,-0.36,26W29,07/17,17.5,0.01,19.1,0.0,80.9,0.0
2172,6901,鑽石投資,17.95,0.45,2.57,26W29,07/17,18.5,0.66,19.1,0.65,80.9,-0.65
2173,5013,強新,25.75,0.35,1.38,26W29,07/17,17.1,0.01,19.1,0.01,80.9,-0.01
2174,3711,日月光投控,585.0,-10.0,-1.68,26W29,07/17,16.6,-0.06,18.2,-0.07,81.8,0.07
2175,1443,立益物流,25.6,-0.2,-0.78,26W29,07/17,15.0,0.0,18.9,0.0,81.1,0.0
2176,2028,威致,15.4,0.15,0.98,26W29,07/17,17.7,-0.25,18.8,0.0,81.2,0.0
2177,2881C,富邦金丙特,51.5,0.0,0.0,26W29,07/17,18.2,-0.02,18.7,-0.31,81.3,0.31
2178,2382,廣達,298.0,-4.0,-1.32,26W29,07/17,17.0,0.13,18.3,0.09,81.7,-0.09
2179,6754,匯僑設計,42.45,-0.25,-0.59,26W29,07/17,18.6,0.0,18.6,0.0,81.4,0.0
2180,6674,鋐寶科技,15.25,-0.25,-1.61,26W29,07/17,16.0,0.0,18.6,0.0,81.4,0.0
2181,2706,第一店,12.45,0.0,0.0,26W29,07/17,17.5,-0.04,18.4,-0.04,81.6,0.04
2182,2645,長榮航太,193.0,-1.0,-0.52,26W29,07/17,17.0,1.55,17.6,0.1,82.4,-0.1
2183,2530,華建,19.45,0.2,1.04,26W29,07/17,16.9,0.13,18.4,0.13,81.6,-0.13
2184,2897,王道銀行,10.15,0.05,0.5,26W29,07/17,17.7,0.23,18.8,0.18,81.2,-0.18
2185,2206,三陽工業,62.0,0.6,0.98,26W29,07/17,17.9,0.01,19.3,0.0,80.7,0.0
2186,7732,金興精密,35.35,-0.25,-0.7,26W29,07/17,16.6,1.6,18.1,3.09,81.9,-3.09
2187,5902,德記,34.3,0.0,0.0,26W29,07/17,17.4,-0.23,18.4,-0.23,81.6,0.23
2188,1907,永豐餘,30.85,0.5,1.65,26W29,07/17,17.7,-0.18,18.7,-0.32,81.3,0.32
2189,1522A,堤維西甲特,50.6,1.6,3.27,26W29,07/17,14.8,0.0,18.1,0.0,81.9,0.0
2190,2015,豐興,65.8,0.8,1.23,26W29,07/17,16.5,-0.31,18.0,-0.3,82.0,0.3
2191,6887,寶綠特-KY,36.9,0.45,1.23,26W29,07/17,15.6,-1.03,17.9,0.05,82.1,-0.05
2192,2886,兆豐金,50.9,0.6,1.19,26W29,07/17,18.0,-0.04,18.4,-0.05,81.6,0.05
2193,00696B,富邦美債20年,28.46,-0.3,-1.04,26W29,07/17,17.8,1.26,18.4,1.3,81.6,-1.3
2194,4583,台灣精銳,503.0,-2.0,-0.4,26W29,07/17,15.9,0.01,18.2,0.01,81.8,-0.01
2195,2722,夏都,21.9,-0.15,-0.68,26W29,07/17,16.3,0.0,17.6,0.0,82.4,0.0
2196,6579,研揚,171.5,-3.5,-2.0,26W29,07/17,16.7,0.56,16.7,0.01,83.3,-0.01
2197,5906,台南-KY,40.7,0.0,0.0,26W29,07/17,14.9,0.0,17.5,0.0,82.5,0.0
2198,2466,冠西電,91.4,-4.1,-4.29,26W29,07/17,14.9,0.87,16.0,-0.17,84.0,0.17
2199,8080,泰霖,27.5,0.25,0.92,26W29,07/17,17.5,0.0,17.5,0.0,82.5,0.0
2200,9937,全國,55.1,-0.3,-0.54,26W29,07/17,17.2,0.02,17.5,0.02,82.5,-0.02
2201,2836,高雄銀,11.85,0.05,0.42,26W29,07/17,16.9,-0.32,17.3,-0.39,82.7,0.39
2202,5489,彩富,41.65,-1.75,-4.03,26W29,07/17,17.4,0.0,17.4,0.0,82.6,0.0
2203,5876,上海商銀,43.45,0.0,0.0,26W29,07/17,16.9,-0.52,18.2,-0.56,81.8,0.56
2204,3086,華義*,27.15,-0.45,-1.63,26W29,07/17,15.8,0.03,16.8,0.03,83.2,-0.03
2205,6023,元大期,86.7,-0.3,-0.34,26W29,07/17,15.7,0.29,16.3,0.57,83.7,-0.57
2206,2207,和泰車,516.0,0.0,0.0,26W29,07/17,16.0,0.11,17.2,-0.03,82.8,0.03
2207,2882,國泰金,99.4,1.9,1.95,26W29,07/17,16.2,0.06,16.9,0.05,83.1,-0.05
2208,1736,喬山,137.0,-5.5,-3.86,26W29,07/17,15.1,0.0,16.7,0.0,83.3,0.0
2209,5531,鄉林,7.71,0.04,0.52,26W29,07/17,16.0,-0.02,16.5,-0.13,83.5,0.13
2210,1414,東和,19.55,0.2,1.03,26W29,07/17,14.3,-0.07,16.7,-0.55,83.3,0.55
2211,2704,國賓,45.85,0.25,0.55,26W29,07/17,15.0,0.16,16.8,0.16,83.2,-0.16
2212,2945,三商家購,41.7,0.1,0.24,26W29,07/17,16.5,0.0,16.5,0.0,83.5,0.0
2213,2867,三商壽,9.81,0.04,0.41,26W29,07/17,16.7,-0.21,17.6,-0.14,82.4,0.14
2214,1726,永記,77.3,0.3,0.39,26W29,07/17,15.1,0.02,16.2,0.04,83.8,-0.04
2215,1303,南亞,188.0,9.5,5.32,26W29,07/17,14.9,0.06,15.6,0.14,84.4,-0.14
2216,4560,強信-KY,32.1,0.4,1.26,26W29,07/17,16.4,-0.01,16.4,-0.01,83.6,0.01
2217,4907,富宇,47.6,2.6,5.78,26W29,07/17,15.5,0.0,16.2,0.0,83.8,0.0
2218,5703,亞都,14.2,0.0,0.0,26W29,07/17,16.2,0.0,16.2,0.0,83.8,0.0
2219,6103,合邦,28.55,-0.5,-1.72,26W29,07/17,16.2,0.0,16.2,0.0,83.8,0.0
2220,6958A,日盛台駿甲特,18.95,-0.05,-0.26,26W29,07/17,16.1,0.0,16.1,0.0,83.9,0.0
2221,7722,LINEPAY,301.5,27.0,9.84,26W29,07/17,16.1,0.0,16.1,0.0,83.9,0.0
2222,6222,立軒,21.0,0.7,3.45,26W29,07/17,13.6,0.0,15.5,0.0,84.5,0.0
2223,3629,地心引力,13.5,-1.25,-8.47,26W29,07/17,16.0,0.0,16.0,0.0,84.0,0.0
2224,9929,秋雨,11.45,0.05,0.44,26W29,07/17,16.0,0.0,16.0,0.0,84.0,0.0
2225,2924,宏太-KY,16.95,-0.05,-0.29,26W29,07/17,12.4,0.0,15.9,0.0,84.1,0.0
2226,5525,順天,22.05,0.3,1.38,26W29,07/17,14.8,-0.02,15.8,-0.02,84.2,0.02
2227,2887E,台新新光戊特一,48.75,0.0,0.0,26W29,07/17,14.5,0.18,15.4,0.18,84.6,-0.18
2228,2615,萬海,84.9,0.6,0.71,26W29,07/17,16.4,-0.33,17.2,-0.26,82.8,0.26
2229,2881,富邦金,127.0,1.0,0.79,26W29,07/17,15.4,0.01,15.8,0.02,84.2,-0.02
2230,5213,亞昕,20.95,0.0,0.0,26W29,07/17,15.5,0.01,15.8,0.01,84.2,-0.01
2231,2539,櫻花建,43.3,0.2,0.46,26W29,07/17,14.9,-0.01,15.7,0.06,84.3,-0.06
2232,2701,萬企,10.65,0.05,0.47,26W29,07/17,15.1,-0.02,15.5,-0.02,84.5,0.02
2233,5007,三星,56.1,0.1,0.18,26W29,07/17,15.0,0.04,15.3,0.04,84.7,-0.04
2234,2330,台積電,2370.0,5.0,0.21,26W29,07/17,14.3,0.11,15.1,0.11,84.9,-0.11
2235,2514,龍邦,12.25,0.1,0.82,26W29,07/17,14.3,-0.44,15.2,-0.23,84.8,0.23
2236,2633,台灣高鐵,25.8,0.0,0.0,26W29,07/17,14.9,-0.1,15.4,-0.1,84.6,0.1
2237,3054,立萬利,50.2,-0.1,-0.2,26W29,07/17,13.6,0.0,14.8,0.0,85.2,0.0
2238,6548,長科*,72.4,-1.8,-2.43,26W29,07/17,14.2,0.44,15.0,0.55,85.0,-0.55
2239,5276,達輝-KY,18.95,-0.1,-0.52,26W29,07/17,14.7,0.0,14.7,0.0,85.3,0.0
2240,3115,富榮綱,9.29,0.28,3.11,26W29,07/17,14.6,0.0,14.6,0.0,85.4,0.0
2241,1419,新紡,64.0,-0.2,-0.31,26W29,07/17,12.7,-0.07,14.4,-0.07,85.6,0.07
2242,01009T,王道圓滿R1,5.67,0.0,0.0,26W29,07/17,12.0,-0.05,14.0,-0.05,86.0,0.05
2243,2887F,台新新光戊特二,45.8,0.0,0.0,26W29,07/17,12.3,0.04,14.2,0.04,85.8,-0.04
2244,2347,聯強,93.4,-1.3,-1.37,26W29,07/17,13.6,0.1,14.6,0.04,85.4,-0.04
2245,4806,桂田文創,10.2,0.0,0.0,26W29,07/17,14.1,0.0,14.1,0.0,85.9,0.0
2246,8908,欣雄,39.5,-0.3,-0.75,26W29,07/17,13.1,0.0,14.0,0.0,86.0,0.0
2247,1216,統一,75.7,2.7,3.7,26W29,07/17,13.0,-0.16,14.0,-0.2,86.0,0.2
2248,6212,理銘,29.35,0.25,0.86,26W29,07/17,12.1,0.0,13.9,0.0,86.1,0.0
2249,2373,震旦行,53.3,-0.1,-0.19,26W29,07/17,13.8,-0.04,13.8,-0.04,86.2,0.04
2250,6908,宏碁遊戲-創,32.3,-1.3,-3.87,26W29,07/17,13.6,0.0,13.6,0.0,86.4,0.0
2251,1525,江申,68.7,-0.1,-0.15,26W29,07/17,13.7,0.0,13.7,0.0,86.3,0.0
2252,5522,遠雄,64.1,0.3,0.47,26W29,07/17,12.8,-0.13,13.2,-0.01,86.8,0.01
2253,1402,遠東新,27.5,0.5,1.85,26W29,07/17,12.9,0.21,13.5,0.18,86.5,-0.18
2254,1203,味王,47.65,0.15,0.32,26W29,07/17,11.8,-0.02,13.3,-0.02,86.7,0.02
2255,9910,豐泰,69.5,-0.2,-0.29,26W29,07/17,13.0,-0.01,13.4,-0.02,86.6,0.02
2256,6021,美好證,34.1,0.25,0.74,26W29,07/17,12.7,-0.02,13.5,0.0,86.5,0.0
2257,2887Z1,台新新光己特,18.9,0.2,1.07,26W29,07/17,12.2,-0.29,13.0,-0.02,87.0,0.02
2258,2712,遠雄來,14.85,0.0,0.0,26W29,07/17,12.3,0.0,13.1,0.0,86.9,0.0
2259,6581,鋼聯,108.0,-1.0,-0.92,26W29,07/17,13.1,0.0,13.1,0.0,86.9,0.0
2260,6929,佑全,23.95,0.65,2.79,26W29,07/17,13.1,0.0,13.1,0.0,86.9,0.0
2261,00727B,國泰優選非投等債,39.75,-0.03,-0.08,26W29,07/17,11.2,0.14,12.9,1.82,87.1,-1.82
2262,3532,台勝科,312.5,-3.5,-1.11,26W29,07/17,11.7,0.98,12.9,0.94,87.1,-0.94
2263,1225,福懋油,24.2,0.5,2.11,26W29,07/17,11.8,0.0,12.5,0.0,87.5,0.0
2264,5514,三豐,13.75,0.2,1.48,26W29,07/17,11.3,0.0,12.5,0.0,87.5,0.0
2265,8455,大拓-KY,24.0,-0.15,-0.62,26W29,07/17,12.2,0.0,12.2,0.0,87.8,0.0
2266,6230,尼得科超眾,109.0,-2.0,-1.8,26W29,07/17,12.2,0.0,12.2,0.0,87.8,0.0
2267,2254,巨鎧精密-創,60.9,0.0,0.0,26W29,07/17,9.44,0.0,12.1,0.0,87.9,0.0
2268,3085,新零售,11.75,0.0,0.0,26W29,07/17,12.1,0.0,12.1,0.0,87.9,0.0
2269,6236,中湛,17.05,0.0,0.0,26W29,07/17,12.0,0.0,12.0,0.0,88.0,0.0
2270,8937,合騏*,23.8,-0.1,-0.42,26W29,07/17,11.4,0.0,12.0,0.0,88.0,0.0
2271,2881A,富邦特,61.8,0.0,0.0,26W29,07/17,11.3,-0.01,11.9,-0.01,88.1,0.01
2272,5903,全家,183.5,0.0,0.0,26W29,07/17,10.5,0.0,11.8,0.45,88.2,-0.45
2273,2718,全心投控,44.75,0.15,0.34,26W29,07/17,11.8,0.0,11.8,0.0,88.2,0.0
2274,00942B,台新美A公司債20+,14.03,-0.12,-0.85,26W29,07/17,11.4,0.1,11.6,0.09,88.4,-0.09
2275,2838,聯邦銀,20.6,0.15,0.73,26W29,07/17,10.6,0.23,11.1,0.23,88.9,-0.23
2276,8905,裕國,34.75,0.75,2.21,26W29,07/17,9.73,0.0,11.2,0.0,88.8,0.0
2277,7818,溢泰實業,61.6,-0.4,-0.65,26W29,07/17,11.3,-0.49,11.3,-0.49,88.7,0.49
2278,5455,昇益,28.55,0.05,0.18,26W29,07/17,11.0,0.0,11.0,0.0,89.0,0.0
2279,5523,豐謙,30.35,0.0,0.0,26W29,07/17,9.97,-0.04,11.1,-0.04,88.9,0.04
2280,3266,昇陽,13.9,0.15,1.09,26W29,07/17,10.6,0.0,10.9,0.0,89.1,0.0
2281,00722B,群益投資級電信債,34.69,-0.31,-0.89,26W29,07/17,10.7,0.01,10.7,-0.05,89.3,0.05
2282,1583,程泰,49.0,-0.65,-1.31,26W29,07/17,9.69,0.0,10.5,0.0,89.5,0.0
2283,2719,燦星旅,21.65,0.0,0.0,26W29,07/17,10.5,0.0,10.5,0.0,89.5,0.0
2284,00853B,統一美債10年Aa-A,27.12,-0.3,-1.09,26W29,07/17,10.1,0.51,10.1,0.51,89.9,-0.51
2285,6144,得利影,13.2,0.0,0.0,26W29,07/17,10.4,0.0,10.4,0.0,89.6,0.0
2286,00950B,凱基A級公司債,13.92,-0.08,-0.57,26W29,07/17,10.4,-0.13,10.7,-0.1,89.3,0.1
2287,2908,特力,21.5,-0.2,-0.92,26W29,07/17,9.51,-0.06,10.2,-0.06,89.8,0.06
2288,2540,愛山林,54.9,0.2,0.37,26W29,07/17,10.1,-0.17,10.7,-0.17,89.3,0.17
2289,01007T,兆豐國泰R2,11.84,-0.05,-0.42,26W29,07/17,9.45,0.02,10.4,0.01,89.6,-0.01
2290,8415,大國鋼,38.05,0.2,0.53,26W29,07/17,9.93,-0.21,10.5,-0.12,89.5,0.12
2291,3045,台灣大,111.5,1.0,0.9,26W29,07/17,9.23,0.33,10.0,0.37,90.0,-0.37
2292,01001T,土銀富邦R1,11.35,0.0,0.0,26W29,07/17,9.55,-0.02,9.89,-0.02,90.1,0.02
2293,8482,商億-KY,48.8,-1.1,-2.2,26W29,07/17,7.19,0.0,9.73,0.0,90.3,0.0
2294,01004T,土銀富邦R2,10.21,0.0,0.0,26W29,07/17,8.56,0.02,9.57,0.02,90.4,-0.02
2295,00758B,復華能源債,51.25,-0.35,-0.68,26W29,07/17,9.5,0.0,9.5,0.0,90.5,0.0
2296,2891C,中信金丙特,61.9,0.0,0.0,26W29,07/17,6.68,0.0,8.99,0.0,91.0,0.0
2297,4904,遠傳,103.0,1.0,0.98,26W29,07/17,8.44,-0.14,9.13,-0.23,90.9,0.23
2298,6965,中傑-KY,77.3,0.6,0.78,26W29,07/17,9.13,-0.01,9.13,-0.01,90.9,0.01
2299,2008,高興昌,30.7,-0.15,-0.49,26W29,07/17,8.39,-0.01,8.92,-0.01,91.1,0.01
2300,01002T,土銀國泰R1,13.29,-0.09,-0.67,26W29,07/17,7.97,-0.01,8.78,-0.01,91.2,0.01
2301,1101B,台泥乙特,43.4,0.0,0.0,26W29,07/17,8.21,0.01,8.67,0.01,91.3,-0.01
2302,2524,京城,34.15,0.1,0.29,26W29,07/17,8.2,0.18,8.44,0.18,91.6,-0.18
2303,1110,東泥,15.9,0.1,0.63,26W29,07/17,7.66,0.03,8.74,0.2,91.3,-0.2
2304,6890,來億-KY,173.0,2.5,1.47,26W29,07/17,7.68,-0.04,8.07,-0.04,91.9,0.04
2305,2881B,富邦金乙特,60.6,0.0,0.0,26W29,07/17,7.17,0.0,8.0,0.0,92.0,0.0
2306,6124,業強,26.85,0.05,0.19,26W29,07/17,7.17,-0.01,7.69,-0.01,92.3,0.01
2307,2258,鴻華先進-創,29.85,-0.1,-0.33,26W29,07/17,6.87,-0.03,7.35,-0.03,92.7,0.03
2308,2910,統領,24.25,-0.2,-0.82,26W29,07/17,4.88,-0.87,6.88,0.06,93.1,-0.06
2309,6198,瑞築,19.6,0.05,0.26,26W29,07/17,7.1,0.0,7.1,0.0,92.9,0.0
2310,6958,日盛台駿,18.35,-0.1,-0.54,26W29,07/17,6.51,-0.02,7.25,0.0,92.8,0.0
2311,1435,中福,23.3,2.1,9.91,26W29,07/17,6.94,0.0,6.94,0.0,93.1,0.0
2312,5538,東明-KY,35.4,1.2,3.51,26W29,07/17,6.43,0.0,6.93,0.0,93.1,0.0
2313,1725,元禎,30.0,-0.1,-0.33,26W29,07/17,6.44,-0.03,6.89,-0.03,93.1,0.03
2314,2227,裕日車,49.4,-0.1,-0.2,26W29,07/17,6.73,0.0,6.73,0.0,93.3,0.0
2315,2882A,國泰特,60.3,0.1,0.17,26W29,07/17,5.89,0.01,6.67,0.01,93.3,-0.01
2316,2891B,中信金乙特,62.6,0.0,0.0,26W29,07/17,5.68,0.0,6.46,0.0,93.5,0.0
2317,00687C,國泰20年美債+櫃U,9.08,-0.09,-0.98,26W29,07/17,9.58,0.0,9.58,0.0,90.4,0.0
2318,00764B,群益25年美債,27.39,-0.26,-0.94,26W29,07/17,6.53,-0.1,6.59,-0.1,93.4,0.1
2319,2882B,國泰金乙特,59.0,0.1,0.17,26W29,07/17,4.88,0.01,5.62,0.01,94.4,-0.01
2320,00834B,第一金金融債10+,33.68,-0.05,-0.15,26W29,07/17,5.64,0.0,5.64,0.0,94.4,0.0
2321,4419,皇家美食,45.65,0.45,1.0,26W29,07/17,3.9,0.0,4.91,0.0,95.1,0.0
2322,6505,台塑化,71.0,3.9,5.81,26W29,07/17,4.71,-0.61,4.86,-0.58,95.1,0.58
2323,00773B,中信優先金融債,35.6,-0.26,-0.73,26W29,07/17,4.82,0.0,4.86,0.0,95.1,0.0
2324,1235,興泰,36.7,-0.2,-0.54,26W29,07/17,4.77,0.01,4.77,0.01,95.2,-0.01
2325,6020,大展證,20.7,-0.3,-1.43,26W29,07/17,3.31,-0.06,3.96,-0.06,96.0,0.06
2326,2035,唐榮,27.0,0.0,0.0,26W29,07/17,3.49,-0.01,3.76,-0.01,96.2,0.01
2327,00740B,富邦全球投等債,38.07,-0.27,-0.7,26W29,07/17,3.5,0.04,3.68,-0.05,96.3,0.05
2328,1468,昶和,13.55,0.1,0.74,26W29,07/17,3.19,0.0,3.19,0.0,96.8,0.0
2329,00780B,國泰A級金融債,37.6,-0.09,-0.24,26W29,07/17,2.48,-0.21,2.79,-0.21,97.2,0.21
2330,00991B,貝萊德A級公司債,15.04,-0.13,-0.86,,,,,,,,
2331,00756B,群益投等新興公債,31.35,-0.13,-0.41,26W29,07/17,2.64,0.2,2.78,0.21,97.2,-0.21
2332,00724B,群益投資級金融債,33.38,-0.19,-0.57,26W29,07/17,2.57,0.01,2.63,0.04,97.4,-0.04
2333,00755B,群益投資級公用債,32.54,-0.25,-0.76,26W29,07/17,2.4,0.0,2.4,0.0,97.6,0.0
2334,00726B,國泰新興投等債,32.55,-0.17,-0.52,26W29,07/17,2.42,0.07,2.42,0.07,97.6,-0.07
2335,00768B,復華20年美債,49.48,-0.47,-0.94,26W29,07/17,2.22,0.19,2.34,0.07,97.7,-0.07
2336,2849,安泰銀,14.5,0.1,0.69,26W29,07/17,2.02,0.1,2.06,0.05,97.9,-0.05
2337,01010T,京城樂富R1,10.0,0.0,0.0,26W29,07/17,1.73,0.01,2.02,0.01,98.0,-0.01
2338,00862B,中信投資級公司債,31.09,-0.34,-1.08,26W29,07/17,1.83,0.07,1.83,0.07,98.2,-0.07
2339,00846B,富邦歐洲銀行債,36.24,-0.12,-0.33,26W29,07/17,1.82,0.0,1.82,0.0,98.2,0.0
