排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 800張 以下 (%),800張 以下 增減,持股 1千張 以下 (%),1千張 以下 增減,持股 超過 1千張 (%),超過 1千張 增減
1501,2415,錩新,31.55,-0.15,-0.47,26W28,07/09,41.4,-0.03,41.4,-0.03,58.6,0.03
1502,8042,金山電,116.5,4.0,3.56,26W28,07/09,37.8,4.3,40.5,4.98,59.5,-4.98
1503,2939,永邑-KY,18.9,0.7,3.85,26W28,07/09,37.6,0.01,41.9,0.01,58.1,-0.01
1504,2640,大車隊,144.5,-1.5,-1.03,26W28,07/09,40.0,0.0,41.7,0.0,58.3,0.0
1505,6173,信昌電,158.0,-13.0,-7.6,26W28,07/09,38.3,2.23,40.4,2.77,59.6,-2.77
1506,6741,91APP*-KY,55.5,-0.2,-0.36,26W28,07/09,35.4,0.08,41.4,-0.02,58.6,0.02
1507,1441,大東,9.0,0.0,0.0,26W28,07/09,39.1,0.0,41.6,0.0,58.4,0.0
1508,1817,凱撒衛,38.3,0.05,0.13,26W28,07/09,41.6,0.0,41.6,0.0,58.4,0.0
1509,2748,雲品,38.35,0.4,1.05,26W28,07/09,40.7,-0.01,41.6,0.0,58.4,0.0
1510,4919,新唐,120.0,-5.0,-4.0,26W28,07/09,40.2,2.29,41.2,2.29,58.8,-2.29
1511,3432,台端,15.9,-0.1,-0.62,26W28,07/09,37.4,0.0,41.5,0.0,58.5,0.0
1512,8150,南茂,86.3,-0.6,-0.69,26W28,07/09,31.7,0.05,33.7,0.04,66.3,-0.04
1513,5234,達興材料,326.0,-9.5,-2.83,26W28,07/09,40.5,-0.06,40.5,-0.06,59.5,0.06
1514,2483,百容,35.45,-2.0,-5.34,26W28,07/09,39.0,0.29,39.0,0.29,61.0,-0.29
1515,1532,勤美,21.8,0.3,1.4,26W28,07/09,40.0,-0.08,41.2,-0.31,58.8,0.31
1516,1810,和成,24.6,0.1,0.41,26W28,07/09,36.2,-0.31,37.6,-0.34,62.4,0.34
1517,8039,台虹,237.5,21.5,9.95,26W28,07/09,48.2,-0.44,49.8,-0.19,50.2,0.19
1518,6947,台鎔科技,80.6,-1.0,-1.23,26W28,07/09,32.6,0.09,36.5,0.06,63.5,-0.06
1519,7823,奧義賽博-KY創,85.1,0.1,0.12,26W28,07/09,33.3,-0.01,41.4,0.0,58.6,0.0
1520,7744,崴寶,470.0,19.5,4.33,26W28,07/09,30.3,-0.06,41.4,0.0,58.6,0.0
1521,1752,南光,32.0,0.1,0.31,26W28,07/09,38.8,-0.01,42.4,0.0,57.6,0.0
1522,2316,楠梓電,159.5,-3.0,-1.85,26W28,07/09,38.6,-0.07,40.2,0.05,59.8,-0.05
1523,2115,六暉-KY,22.55,0.45,2.04,26W28,07/09,37.8,-0.03,41.3,-0.03,58.7,0.03
1524,5548,安倉,20.8,0.35,1.71,26W28,07/09,39.9,0.0,41.3,0.0,58.7,0.0
1525,6725,矽科宏晟,245.5,-8.0,-3.16,26W28,07/09,38.6,0.0,41.3,0.0,58.7,0.0
