排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 成交,2日 買賣超 佔 成交,3日 買賣超 佔 成交,5日 買賣超 佔 成交,10日 買賣超 佔 成交,1個月 買賣超 佔 成交,3個月 買賣超 佔 成交,半年 買賣超 佔 成交,1年 買賣超 佔 成交,3年 買賣超 佔 成交,10年 買賣超 佔 成交,今年 買賣超 佔 成交
1,7584,樂意,27.35,-0.1,-0.36,08/18,-32.3,-11.6,97.6,97.1,96.0,92.2,55.5,25.2,12.0,,,21.4
2,910322,康師傅-DR,27.15,0.25,0.93,08/18,91.3,90.1,87.0,86.3,67.5,74.8,11.4,17.2,8.27,1.1,0.4,19.9
3,00717,富邦美國特別股,14.72,-0.1,-0.67,08/18,-9.89,44.5,48.6,85.4,78.7,74.2,71.1,72.6,63.8,47.8,,68.5
4,7805,威聯通,693.0,1.0,0.14,08/18,4.58,17.5,84.0,74.4,65.8,56.0,20.0,9.17,,,,7.53
5,00921,兆豐龍頭等權重,23.79,-0.13,-0.54,08/18,51.4,31.6,70.8,66.4,23.1,4.77,-10.4,-0.17,4.27,2.75,,3.13
6,00898,國泰基因免疫革命,10.17,0.05,0.49,08/18,0.0,11.1,29.2,52.5,51.2,53.4,46.5,46.6,40.9,35.8,,44.2
7,6263,普萊德,161.5,0.0,0.0,08/18,37.2,56.2,44.0,46.7,27.7,22.3,-5.1,-3.85,-3.32,-1.32,-0.32,-3.61
8,2603,長榮,240.5,2.5,1.05,08/18,49.2,57.5,57.7,46.7,45.8,39.7,8.48,8.82,3.57,0.79,0.0,8.53
9,5244,弘凱,32.8,-0.1,-0.3,08/18,38.9,54.8,29.6,46.4,24.4,20.8,4.05,-0.17,-1.26,-0.32,,-0.51
10,1513,中興電,164.0,-3.0,-1.8,08/18,-17.5,12.8,20.5,46.1,39.1,21.7,0.12,-3.38,-2.16,0.04,-0.02,-0.82
11,2480,敦陽科,158.5,2.0,1.28,08/18,3.19,19.8,12.8,45.9,32.8,6.21,5.77,1.57,-4.31,2.68,0.74,-0.18
12,1435,中福,24.35,0.9,3.84,08/18,7.88,27.9,16.6,43.9,8.29,7.49,2.98,1.8,-0.13,0.79,0.03,2.0
13,1216,統一,77.5,1.3,1.71,08/18,61.2,51.0,40.6,43.4,47.0,22.4,1.79,2.44,-5.25,-4.09,-5.29,0.83
14,2852,第一保,27.65,0.3,1.1,08/18,47.7,51.1,46.2,42.8,8.82,18.4,12.1,2.13,2.61,1.51,0.32,0.72
15,3679,新至陞,109.5,-0.5,-0.45,08/18,53.7,50.3,46.4,42.4,11.5,20.0,-5.03,-0.96,0.11,-0.39,-1.01,-0.59
16,2520,冠德,36.7,0.8,2.23,08/18,19.1,39.3,28.6,42.2,34.4,11.4,5.12,3.16,1.53,-0.76,0.06,2.27
17,0061,元大寶滬深,24.45,-0.35,-1.41,08/18,5.77,51.8,35.3,39.6,23.8,4.91,10.1,6.93,13.3,1.79,5.6,9.49
18,00897,富邦基因免疫生技,12.0,0.05,0.42,08/18,46.2,40.4,36.1,38.5,31.0,25.2,18.6,23.5,23.3,17.8,,23.2
19,6122,擎邦,47.3,-0.7,-1.46,08/18,23.8,38.4,37.8,38.0,16.5,-5.17,-0.55,-2.79,-0.49,-0.44,-0.01,-1.81
20,00856B,永豐1-3年美公債,37.78,0.13,0.35,08/18,0.0,6.34,41.0,36.8,-27.6,-59.6,-30.4,-26.0,-7.77,1.53,,-21.1
