排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 年度,政府 機構 (%),政府 機構 增減,僑外 投資 (%),僑外 投資 增減,本國金 融機構 (%),本國金 融機構 增減,本國 法人 (%),本國 法人 增減,本國 個人 (%),本國 個人 增減,庫藏 股票 (%),庫藏 股票 增減
1540,6441,廣錠,19.1,0.1,0.53,2026,0.0,0.0,0.58,-0.42,0.0,0.0,33.0,-0.16,66.5,0.57,0,0.0
1541,6443,元晶,23.75,1.5,6.74,2026,0.18,0.0,8.62,-3.54,0.01,-0.16,1.68,0.09,89.5,3.6,0,0.0
1542,6451,訊芯-KY,341.0,19.0,5.9,2026,1.36,1.25,62.6,-2.45,0.19,-0.61,1.54,1.01,34.3,2.0,0,-1.2
1543,6456,GIS-KY,54.9,3.7,7.23,2026,0.36,0.36,46.4,-3.65,0.62,-0.28,1.22,0.03,51.4,3.53,0,0.0
1544,6462,神盾,93.7,5.7,6.48,2026,0.0,0.0,6.88,-6.9,0.03,-0.09,5.21,1.52,87.9,5.47,0,0.0
1545,6464,台數科,79.5,1.1,1.4,2026,0.0,0.0,0.68,-0.12,2.75,0.02,78.7,1.57,17.9,-1.37,0,-0.11
1546,6465,威潤,48.0,1.75,3.78,2026,0.0,0.0,0.92,0.74,0.07,0.07,56.3,-0.03,42.7,-0.78,0,0.0
1547,6469,大樹,78.2,1.2,1.56,2026,2.09,-0.01,4.16,-3.52,0.4,-0.08,35.6,-4.51,57.7,8.11,0,0.0
1548,6470,宇智,42.45,1.6,3.92,2026,0.0,0.0,1.13,-5.59,0.01,-0.34,40.6,38.6,58.3,-32.7,0,0.0
1549,6474,華豫寧,37.0,0.7,1.93,2026,0.0,0.0,0.1,0.1,0.0,-0.19,23.6,-2.55,76.3,2.64,0,0.0
1550,6477,安集,35.75,3.15,9.66,2026,0.0,0.0,3.67,2.18,0.0,0.0,23.5,0.53,72.9,-2.71,0,0.0
1551,6482,弘煜科,27.85,0.7,2.58,2026,0.0,0.0,2.35,-2.29,0.0,0.0,47.4,-2.16,50.2,4.45,0,0.0
1552,6485,點序,57.3,5.2,9.98,2026,0.0,0.0,8.11,-1.54,0.0,0.0,12.9,6.3,79.0,-4.76,0,0.0
1553,6486,互動,74.2,-0.3,-0.4,2026,0.0,0.0,4.78,0.11,0.0,0.0,43.4,-0.54,51.9,0.43,0,0.0
1554,6488,環球晶,855.0,77.0,9.9,2026,0.98,-0.9,20.0,4.71,13.1,-1.52,48.3,0.07,17.6,-2.37,0,0.0
1555,6491,晶碩,324.0,2.5,0.78,2026,0.0,0.0,8.05,0.22,7.31,-1.24,49.0,-2.53,35.6,3.55,0,0.0
1556,6494,九齊,49.15,4.15,9.22,2026,0.0,0.0,5.4,-0.18,0.0,0.0,9.05,0.44,85.6,-0.26,0,0.0
1557,6498,久禾光,69.1,1.9,2.83,2026,0.0,0.0,1.15,0.54,0.09,-0.23,49.6,-0.73,49.1,0.43,0,0.0
1558,6499,益安,57.1,1.3,2.33,2026,0.0,0.0,12.0,-0.58,0.0,-1.58,27.3,-14.0,60.7,16.3,0,-0.11
1559,6504,南六,40.0,0.4,1.01,2026,0.0,0.0,0.97,-2.76,0.0,0.0,40.6,0.39,58.4,2.37,0,0.0
1560,6505,台塑化,70.8,-0.8,-1.12,2026,0.39,0.17,5.64,0.45,0.76,-0.51,87.4,0.07,5.76,-0.18,0,0.0
1561,6506,雙邦,16.55,0.4,2.48,2026,0.0,0.0,0.62,-0.62,0.0,0.0,9.29,-0.21,90.1,0.83,0,0.0
1562,6508,惠光,25.6,0.45,1.79,2026,0.0,0.0,0.66,-0.13,0.11,0.07,32.6,0.06,66.6,0.0,0,0.0
1563,6509,聚和,42.95,1.75,4.25,2026,0.0,0.0,3.54,-1.48,2.22,0.39,14.6,-0.21,79.6,1.4,0,-0.11
1564,6510,精測,2495.0,225.0,9.91,2026,9.14,7.81,20.6,-3.48,20.8,10.1,35.0,-1.13,14.5,-13.3,0,0.0
1565,6512,啟發電,19.75,0.15,0.77,2026,0.0,0.0,0.1,-0.04,0.01,0.0,17.0,0.0,82.9,0.04,0,0.0
1566,6515,穎崴,5815.0,525.0,9.92,2026,12.1,6.18,20.4,-0.31,24.0,13.5,23.2,-0.97,20.3,-18.4,0,0.0
1567,6517,保勝光學,62.4,3.1,5.23,2026,0.0,0.0,1.85,-5.03,0.0,0.0,10.9,-0.9,87.3,5.93,0,0.0
1568,6523,達爾膚,90.6,1.0,1.12,2026,0.0,0.0,1.67,-3.29,0.02,-0.03,60.4,0.14,37.9,3.18,0,0.0
1569,6525,捷敏-KY,123.0,11.0,9.82,2026,0.0,0.0,15.1,2.7,0.04,-0.08,51.9,-0.1,33.0,-2.53,0,0.0
1570,6526,達發,520.0,27.0,5.48,2026,0.0,0.0,6.03,-1.23,2.65,-1.13,73.8,0.88,17.5,1.47,0,0.0
1571,6530,創威,67.6,6.1,9.92,2026,0.0,0.0,7.44,-0.03,0.15,-0.06,0.77,0.34,91.6,-0.24,0,0.0
1572,6531,愛普*,667.0,60.0,9.88,2026,0.0,0.0,30.8,16.7,1.15,0.22,31.1,-1.26,37.0,-15.7,0,0.0
1573,6532,瑞耘,65.5,5.3,8.8,2026,0.0,0.0,2.05,-1.7,0.0,0.0,12.9,-0.11,85.1,1.8,0,0.0
1574,6533,晶心科,222.0,20.0,9.9,2026,5.88,0.0,11.5,-8.26,0.14,-0.91,7.12,-0.07,75.3,9.24,0,0.0
1575,6534,正瀚-創,94.5,0.7,0.75,2026,0.0,0.0,41.9,-4.76,0.23,0.12,23.1,-0.38,34.7,5.03,0,0.0
1576,6541,泰福-KY,37.3,0.7,1.91,2026,0.0,0.0,13.7,-1.31,0.02,0.0,53.6,-3.62,32.7,4.93,0,0.0
1577,6546,正基,55.0,3.0,5.77,2026,0.0,0.0,5.64,1.83,0.0,-8.35,33.0,-1.99,61.3,8.51,0,0.0
1578,6547,高端疫苗,45.8,0.2,0.44,2026,0.0,0.0,3.22,-3.38,0.26,-0.17,22.5,-1.82,74.0,5.37,0,0.0
1579,6550,北極星藥業-KY,10.85,-0.25,-2.25,2026,0.0,0.0,67.3,1.53,0.0,0.0,1.35,-0.15,31.3,-1.39,0,0.0
1580,6552,易華電,24.1,1.15,5.01,2026,0.0,0.0,0.97,-0.11,0.06,-0.08,54.9,0.02,44.1,0.17,0,0.0
1581,6556,勝品,65.2,1.0,1.56,2026,0.0,0.0,0.58,-0.11,3.13,3.13,54.4,0.64,41.9,-3.66,0,0.0
1582,6558,興能高,23.5,0.9,3.98,2026,0.0,0.0,1.36,-0.01,0.0,0.0,39.3,-1.55,59.3,1.57,0,0.0
1583,6560,欣普羅,32.0,1.9,6.31,2026,0.0,0.0,5.46,0.8,0.0,0.0,26.0,23.0,68.6,-23.8,0,0.0
1584,6569,醫揚,97.2,2.0,2.1,2026,0.0,0.0,2.88,-0.21,0.06,-0.11,55.5,-0.05,41.6,0.37,0,0.0
1585,6570,維田,50.5,3.4,7.22,2026,0.0,0.0,1.0,-1.24,1.17,0.27,25.1,-0.54,72.7,1.52,0,0.0
1586,6573,虹揚-KY,16.55,1.5,9.97,2026,0.0,0.0,55.1,0.63,0.0,0.0,4.05,0.0,40.9,-0.63,0,0.0
1587,6574,霈方,115.5,1.5,1.32,2026,0.0,0.0,0.28,0.13,0.05,0.05,58.8,-0.63,40.9,0.46,0,0.0
1588,6576,逸達,79.2,0.7,0.89,2026,0.0,0.0,22.5,-0.91,0.65,-0.2,11.5,0.77,65.4,0.34,0,0.0
1589,6577,勁豐,79.0,1.0,1.28,2026,0.0,0.0,0.95,-0.59,0.0,0.0,73.6,0.28,25.4,0.31,0,0.0
1590,6578,達邦蛋白,16.5,0.4,2.48,2026,0.0,0.0,0.74,-1.48,0.09,-0.18,39.7,0.49,59.5,1.18,0,0.0
1591,6579,研揚,154.0,5.0,3.36,2026,0.0,0.0,2.62,-0.56,0.99,-0.03,70.2,-0.76,26.2,1.35,0,0.0
1592,6581,鋼聯,109.0,1.0,0.93,2026,0.0,0.0,0.89,-0.11,0.61,-0.51,85.3,0.35,13.2,0.27,0,0.0
1593,6582,申豐,32.15,0.15,0.47,2026,0.0,0.0,13.0,-2.43,0.13,-0.02,62.6,0.21,24.3,2.25,0,0.0
1594,6585,鼎基,113.5,6.0,5.58,2026,0.0,0.0,3.35,-11.9,2.14,-0.11,66.6,9.46,27.9,2.57,0,0.0
1595,6588,東典光電,89.1,8.1,10.0,2026,0.0,0.0,3.24,2.25,0.19,0.19,22.8,-9.8,73.8,7.35,0,0.0
1596,6591,動力-KY,44.0,1.45,3.41,2026,0.0,0.0,21.8,-2.06,0.0,0.0,2.96,1.31,75.3,0.75,0,0.0
1597,6592,和潤企業,61.4,0.5,0.82,2026,0.11,-0.04,26.2,-0.01,1.09,0.12,51.8,0.39,20.8,-0.47,0,0.0
1598,6593,台灣銘板,32.4,0.2,0.62,2026,0.0,0.0,0.96,-0.81,0.0,0.0,25.7,-11.7,73.4,12.5,0,0.0
1599,6596,寬宏藝術,88.0,1.9,2.21,2026,0.0,0.0,3.09,-7.27,0.87,0.87,22.8,-6.37,73.2,12.8,0,0.0
1600,6598,ABC-KY,30.1,1.35,4.7,2026,0.0,0.0,23.9,0.19,0.02,0.01,12.0,-1.54,64.1,1.33,0,0.0
1601,6605,帝寶,134.0,2.5,1.9,2026,0.0,0.0,16.3,-2.91,0.84,-0.32,33.2,-0.56,49.6,3.79,0,0.0
1602,6606,建德工業,26.0,0.25,0.97,2026,0.0,0.0,3.16,-0.26,1.75,-0.31,49.3,0.58,45.8,-0.01,0,0.0
1603,6609,瀧澤科,36.35,1.15,3.27,2026,0.0,0.0,51.9,-3.2,0.0,0.0,0.51,0.0,47.6,3.2,0,0.0
1604,6613,朋億*,271.0,14.5,5.65,2026,0.0,0.0,5.67,-1.71,0.66,-0.08,58.3,-0.11,35.3,1.91,0,0.0
1605,6614,資拓宏宇,36.85,0.55,1.52,2026,0.0,0.0,0.68,0.66,4.18,0.0,63.5,-0.22,31.6,-0.44,0,0.0
1606,6615,慧智,34.0,0.85,2.56,2026,0.0,0.0,0.01,-0.36,0.0,0.0,40.5,0.03,59.5,0.33,0,0.0
1607,6616,特昇-KY,9.02,0.05,0.56,2026,0.0,0.0,55.9,-0.76,0.05,-0.13,0.18,0.0,43.9,0.88,0,0.0
1608,6624,萬年清,38.45,0.0,0.0,2026,0.0,0.0,1.18,0.98,0.0,0.0,62.1,26.9,36.7,-27.9,0,0.0
1609,6625,必應,74.6,1.7,2.33,2026,0.0,0.0,1.34,-0.77,0.51,-0.04,50.4,-1.89,47.8,2.7,0,0.0
1610,6629,泰金-KY,100.5,0.5,0.5,2026,0.0,0.0,76.4,-0.7,0.0,-0.18,4.72,-0.49,18.9,1.37,0,0.0
1611,6637,醫影,62.0,1.0,1.64,2026,0.0,0.0,0.4,0.17,2.48,-0.27,46.8,-2.39,50.3,2.49,0,0.0
1612,6641,基士德-KY,17.5,0.3,1.74,2026,0.0,0.0,30.0,0.01,0.07,0.04,12.5,-1.85,57.4,3.15,0,-1.35
1613,6642,富致,73.7,6.0,8.86,2026,0.0,0.0,0.86,-0.08,0.0,-0.01,56.6,-0.02,42.5,0.12,0,0.0
1614,6649,台生材,37.0,-0.5,-1.33,2026,0.0,0.0,3.52,0.71,0.0,0.0,20.4,0.51,76.1,-1.22,0,0.0
1615,6651,全宇昕,119.0,10.0,9.17,2026,0.0,0.0,2.94,-4.19,0.28,-0.21,34.4,16.3,62.4,-11.9,0,0.0
1616,6654,天正國際,149.0,4.0,2.76,2026,0.0,0.0,0.6,0.13,0.01,-0.02,72.8,0.85,26.6,-0.96,0,0.0
1617,6658,聯策,140.0,10.0,7.69,2026,0.0,0.0,2.55,0.41,0.25,0.18,32.0,-8.69,65.2,8.09,0,0.0
1618,6661,威健生技,16.9,-0.1,-0.59,2026,0.0,0.0,0.02,-0.03,0.15,0.04,63.7,2.96,36.1,-2.97,0,0.0
1619,6662,樂斯科,31.2,0.9,2.97,2026,0.0,0.0,0.21,0.04,0.0,0.0,11.6,0.87,88.2,-0.91,0,0.0
1620,6664,群翊,339.0,29.5,9.53,2026,0.0,0.0,4.59,1.01,0.18,0.13,27.3,1.81,67.9,-2.96,0,0.0
1621,6666,羅麗芬-KY,44.75,0.25,0.56,2026,0.0,0.0,75.1,-0.25,0.0,0.0,2.85,-0.18,22.0,0.43,0,0.0
1622,6667,信紘科,226.0,13.5,6.35,2026,0.0,0.0,5.41,0.69,0.74,-0.29,44.9,-0.44,48.9,0.03,0,0.0
1623,6668,中揚光,35.55,2.1,6.28,2026,0.0,0.0,10.2,-1.11,0.0,0.0,36.8,3.33,53.0,-2.22,0,0.0
1624,6669,緯穎,5390.0,490.0,10.0,2026,2.44,-0.7,33.4,1.93,5.97,-1.94,41.3,0.4,16.9,0.32,0,0.0
1625,6670,復盛應用,254.0,-7.5,-2.87,2026,0.56,0.46,25.9,-10.8,18.6,6.64,19.6,0.75,35.4,2.98,0,0.0
1626,6671,三能-KY,22.95,0.0,0.0,2026,0.0,0.0,39.8,-6.19,0.56,-0.14,6.98,-1.08,52.6,7.41,0,0.0
1627,6672,騰輝電子-KY,198.0,17.0,9.39,2026,0.0,0.0,20.9,-0.82,0.09,-0.64,5.37,0.44,73.6,1.02,0,0.0
1628,6674,鋐寶科技,15.35,0.05,0.33,2026,0.0,0.0,0.48,0.11,1.77,1.77,79.3,-1.65,18.5,-0.23,0,0.0
1629,6680,鑫創電子,53.1,-1.6,-2.93,2026,0.0,0.0,0.12,-0.14,0.09,-0.03,53.2,-0.65,46.6,0.81,0,0.0
1630,6684,安格,46.85,1.05,2.29,2026,0.0,0.0,1.78,-0.25,0.71,-0.01,34.0,0.59,63.6,-0.33,0,0.0
1631,6689,伊雲谷,56.7,1.0,1.8,2026,0.0,0.0,4.08,-4.11,0.23,-2.12,23.3,2.59,72.4,3.63,0,0.0
1632,6690,安碁資訊,161.0,3.5,2.22,2026,0.0,0.0,3.65,-0.41,0.15,-0.37,62.1,-0.74,34.1,1.51,0,0.0
1633,6695,芯鼎,49.8,3.95,8.62,2026,0.0,0.0,1.88,0.5,0.0,-9.33,38.4,6.88,59.7,1.96,0,-0.01
1634,6697,東捷資訊,39.65,-0.35,-0.88,2026,0.0,0.0,0.6,0.34,0.58,0.09,64.0,-0.27,34.8,-0.16,0,0.0
1635,6706,惠特,97.0,8.5,9.6,2026,0.0,0.0,9.44,-1.79,0.3,-0.33,15.3,0.68,75.0,1.44,0,-0.01
1636,6712,長聖,145.5,2.0,1.39,2026,0.0,0.0,3.33,-0.56,2.82,1.68,27.7,-1.75,66.1,1.56,0,-0.93
1637,6719,力智,199.0,11.0,5.85,2026,0.0,0.0,7.63,1.24,0.05,-1.43,47.4,1.65,44.9,-1.46,0,0.0
1638,6721,信實,52.0,-0.1,-0.19,2026,0.0,0.0,0.03,0.0,2.22,-0.89,39.1,0.1,58.7,0.79,0,0.0
1639,6722,輝創,33.15,0.25,0.76,2026,0.0,,2.12,,0.0,,57.2,,40.7,,0,
1640,6727,亞泰金屬,306.0,27.5,9.87,2026,0.0,0.0,8.62,3.63,0.0,0.0,6.61,-2.24,84.8,-1.38,0,0.0
1641,6728,上洋,108.0,1.0,0.93,2026,0.0,0.0,0.52,-0.4,3.24,-0.04,39.0,0.03,57.3,0.4,0,0.0
1642,6730,常廣,34.45,1.05,3.14,2026,0.0,0.0,0.07,0.07,0.0,0.0,43.2,0.01,56.7,-0.09,0,0.0
1643,6732,昇佳電子,151.5,5.0,3.41,2026,0.25,0.25,3.1,-0.33,2.53,-1.58,48.6,0.25,45.5,1.42,0,0.0
1644,6735,美達科技,62.2,4.5,7.8,2026,0.0,0.0,3.52,3.11,0.0,0.0,36.0,-0.22,60.4,-2.89,0,0.0
1645,6751,智聯服務,39.55,0.4,1.02,2026,0.0,0.0,0.86,0.75,0.0,0.0,59.8,-2.95,39.3,2.2,0,0.0
1646,6752,叡揚,94.9,0.9,0.96,2026,0.0,0.0,2.89,-0.16,0.0,-0.07,24.9,0.18,72.2,0.05,0,0.0
1647,6753,龍德造船,131.0,8.0,6.5,2026,6.89,-0.25,5.09,3.33,0.81,-0.08,35.1,-0.71,52.1,-2.29,0,0.0
1648,6754,匯僑設計,42.35,0.4,0.95,2026,0.0,0.0,15.5,-0.74,0.83,0.26,26.7,19.7,56.9,-19.2,0,0.0
1649,6756,威鋒電子,92.5,8.0,9.47,2026,0.0,0.0,3.28,-0.24,0.0,-0.24,59.8,-0.23,36.9,0.71,0,0.0
1650,6757,台灣虎航,57.4,2.5,4.55,2026,0.0,-1.66,1.78,-6.13,5.94,-4.7,70.9,-1.31,21.4,13.8,0,0.0
1651,6762,達亞,165.0,-5.0,-2.94,2026,0.0,0.0,5.64,0.42,0.36,0.11,38.3,-0.41,55.7,-0.12,0,0.0
1652,6763,綠界科技*,40.75,0.55,1.37,2026,0.0,0.0,1.05,-0.66,0.02,-0.02,56.1,-0.07,42.8,0.75,0,0.0
1653,6767,台微醫,24.95,0.55,2.25,2026,0.0,0.0,0.21,-0.04,0.0,0.0,45.0,0.0,54.8,0.04,0,0.0
1654,6768,志強-KY,69.0,0.0,0.0,2026,0.0,-0.17,57.8,-5.14,4.26,-0.24,16.6,-0.02,21.4,5.57,0,0.0
1655,6770,力積電,54.5,4.95,9.99,2026,1.43,0.26,16.0,9.53,0.42,0.33,23.1,-0.66,59.1,-9.46,0,0.0
1656,6771,平和環保-創,38.2,0.15,0.39,2026,0.0,0.0,0.4,0.13,0.07,0.07,10.6,-1.28,88.9,1.08,0,0.0
1657,6776,展碁國際,54.6,2.9,5.61,2026,0.0,0.0,1.65,-0.76,0.03,-0.07,65.4,-5.73,32.9,6.56,0,0.0
1658,6781,AES-KY,916.0,74.0,8.79,2026,7.76,3.7,67.4,-8.45,4.56,-3.16,0.55,-0.16,19.7,8.06,0,0.0
1659,6782,視陽,184.5,5.5,3.07,2026,0.0,0.0,9.93,4.54,1.99,-1.21,28.4,0.71,59.7,-4.04,0,0.0
1660,6785,昱展新藥,94.3,1.3,1.4,2026,2.99,0.0,8.35,-0.15,2.22,0.19,16.3,0.46,70.2,-0.5,0,0.0
1661,6788,華景電,322.5,29.0,9.88,2026,0.0,0.0,10.6,0.63,0.0,0.0,17.5,0.74,71.9,-1.37,0,0.0
1662,6789,采鈺,423.5,38.5,10.0,2026,0.0,0.0,4.12,-1.27,1.27,0.53,68.7,-0.23,25.9,0.97,0,0.0
1663,6790,永豐實,38.7,-0.25,-0.64,2026,0.0,0.0,1.93,0.06,0.3,-2.11,78.1,-0.07,19.6,2.12,0,0.0
1664,6791,虎門科技,102.0,4.7,4.83,2026,0.0,0.0,11.8,0.02,0.0,0.0,45.2,1.73,43.0,-1.75,0,0.0
1665,6794,向榮生技,77.4,1.6,2.11,2026,0.0,0.0,0.48,0.34,0.02,0.01,31.5,-1.95,68.0,1.61,0,0.0
1666,6796,晉弘,56.3,1.6,2.93,2026,0.0,0.0,15.2,0.09,0.0,-0.04,8.32,-0.77,76.4,0.72,0,0.0
1667,6803,崑鼎,270.5,0.0,0.0,2026,0.03,0.01,3.61,0.47,1.79,0.21,57.0,0.18,37.6,-0.88,0,0.0
1668,6804,明係,18.0,-0.35,-1.91,2026,0.0,0.0,3.97,-1.28,0.96,0.64,41.6,5.0,53.5,-4.36,0,0.0
1669,6805,富世達,1350.0,120.0,9.76,2026,15.4,7.1,15.3,-0.51,30.0,8.85,22.0,-0.46,17.3,-15.0,0,0.0
1670,6807,峰源-KY,35.2,0.55,1.59,2026,0.0,0.0,43.6,-1.28,0.01,-0.3,1.05,-0.01,55.3,1.59,0,0.0
1671,6811,宏碁資訊,216.5,1.0,0.46,2026,0.0,-0.18,1.07,-1.16,4.03,1.53,66.7,-1.75,28.3,1.56,0,0.0
1672,6829,千附精密,171.5,12.5,7.86,2026,0.0,0.0,1.01,-7.46,0.0,0.0,68.0,-0.78,31.0,8.24,0,0.0
1673,6830,汎銓,346.0,30.0,9.49,2026,0.0,0.0,4.64,2.49,3.99,2.54,20.9,-7.08,70.5,2.04,0,0.0
1674,6831,邁科,525.0,47.5,9.95,2026,0.0,0.0,15.5,9.56,1.84,1.38,27.3,-0.79,55.3,-10.1,0,0.0
1675,6834,天二科技,79.8,7.2,9.92,2026,0.0,0.0,10.5,-0.12,3.54,0.3,34.3,-0.29,51.6,0.12,0,0.0
1676,6838,台新藥,23.45,0.05,0.21,2026,0.0,0.0,1.12,-0.2,0.01,0.01,55.4,-0.46,43.5,0.65,0,0.0
1677,6840,東研信超,60.0,2.0,3.45,2026,0.0,0.0,3.7,2.96,0.02,-0.06,30.3,-9.02,66.0,6.12,0,0.0
1678,6841,長佳智能,53.5,0.4,0.75,2026,0.0,0.0,1.12,0.16,0.37,0.01,39.4,-2.95,59.1,3.68,0,-0.9
1679,6843,進典,39.5,1.0,2.6,2026,0.0,0.0,0.12,-0.09,0.06,0.01,60.5,-1.27,39.3,1.35,0,0.0
1680,6844,諾貝兒,60.8,0.8,1.33,2026,0.0,0.0,0.04,0.03,0.0,0.0,44.2,0.01,55.8,-0.04,0,0.0
1681,6846,綠茵,60.8,0.8,1.33,2026,0.0,0.0,0.22,0.09,0.0,0.0,58.6,-0.16,41.2,0.07,0,0.0
1682,6855,數泓科,117.0,4.0,3.54,2026,0.0,0.0,0.2,-0.27,0.0,-0.1,54.9,0.15,44.9,0.22,0,0.0
1683,6856,鑫傳,44.3,0.45,1.03,2026,0.0,0.0,0.0,-0.03,0.27,0.08,82.8,1.35,17.0,-1.4,0,0.0
1684,6859,伯特光,99.1,1.3,1.33,2026,0.0,0.0,13.2,-1.77,0.0,-0.07,31.3,-2.22,55.5,4.07,0,0.0
